# TEST set prefix RPL

lora_mac-INFO-  2021-08-05 14:56:56,173-Init MAC
main-DEBUG-  2021-08-05 14:57:03,048-[5: INFO: LoRa PHY  ] PHY RX:0100001B611B010002
main-DEBUG-  2021-08-05 14:57:03,050-[5: INFO: LoRa MAC  ] RX LoRa frame: {src:1:0 dest:27:24859 k:0 seq:0 next:0 cmd:1 data:02
main-DEBUG-  2021-08-05 14:57:03,052-[5: DBG : LoRa MAC  ] JOIN RESPONSE
main-DEBUG-  2021-08-05 14:57:03,054-[5: DBG : LoRa MAC  ] state = READY
main-DEBUG-  2021-08-05 14:57:03,070-[5: DBG : LoRa MAC  ] STOP retransmit timer
main-DEBUG-  2021-08-05 14:57:03,070-[5: INFO: LoRa MAC  ] Lora Root joined
main-DEBUG-  2021-08-05 14:57:03,071-[5: INFO: LoRa MAC  ] Node addr: 2:24859
main-DEBUG-  2021-08-05 14:57:03,072-[5: DBG : LoRa MAC  ] START TX_PROCESS
main-DEBUG-  2021-08-05 14:57:03,073-[5: DBG : LoRa MAC  ] MAC_TX process started
main-DEBUG-  2021-08-05 14:57:03,074-[5: DBG : LoRa MAC  ] SET query timer
main-DEBUG-  2021-08-05 14:57:03,093-[5: INFO: Interface ] RECEIVE LORAMAC JOINED EVENT !
main-DEBUG-  2021-08-05 14:57:03,093-[5: INFO: Interface ] PREFIX: 2
main-DEBUG-  2021-08-05 14:57:03,094-[5: INFO: RPL       ] IPv6 addresses:
main-DEBUG-  2021-08-05 14:57:03,094-[5: INFO: RPL       ] -- ffff::212:4b00:60d:611b
###### PREFIX FFFF done ! 
main-DEBUG-  2021-08-05 14:57:03,095-[5: INFO: RPL       ] -- fe80::212:4b00:60d:611b
main-DEBUG-  2021-08-05 14:57:03,105-[5: INFO: RPL       ] reset DIO timer (Init root)
main-DEBUG-  2021-08-05 14:57:03,106-[5: INFO: RPL       ] created DAG with instance ID 0, DAG ID ffff::212:4b00:60d:611b, rank 128
main-DEBUG-  2021-08-05 14:57:03,107-[5: INFO: RPL       ] created a new RPL DAG
main-DEBUG-  2021-08-05 14:57:06,359-[8: INFO: RPL       ] sending a multicast-DIO with rank 128 to ff02::1a
main-DEBUG-  2021-08-05 14:57:13,046-[15: INFO: LoRa MAC  ] Query timeout !
main-DEBUG-  2021-08-05 14:57:13,048-[15: DBG : LoRa MAC  ] STOP query timer thanks to query_timeout
main-DEBUG-  2021-08-05 14:57:13,049-[15: DBG : LoRa MAC  ] query frame built
main-DEBUG-  2021-08-05 14:57:13,068-[15: DBG : LoRa MAC  ] Enter enqueue_packet with frame: {src:2:24859 dest:1:0 k:0 seq:1 next:0 cmd:6 data:
main-DEBUG-  2021-08-05 14:57:13,068-[15: INFO: LoRa MAC  ] YOOOOOO 1
main-DEBUG-  2021-08-05 14:57:13,069-[15: INFO: LoRa MAC  ] YOOOOOO 2
main-DEBUG-  2021-08-05 14:57:13,071-[15: DBG : LoRa MAC  ] append to buffer
main-DEBUG-  2021-08-05 14:57:13,072-[15: INFO: LoRa MAC  ] YOOOOOO 3
main-DEBUG-  2021-08-05 14:57:13,073-[15: DBG : LoRa MAC  ] post new_tx_frame_event to TX_PROCESS
main-DEBUG-  2021-08-05 14:57:13,091-[15: INFO: LoRa MAC  ] YOOOOOO 4
main-DEBUG-  2021-08-05 14:57:13,092-[15: DBG : LoRa MAC  ] frame from buffer: {src:2:24859 dest:1:0 k:0 seq:1 next:0 cmd:6 data:
main-DEBUG-  2021-08-05 14:57:13,093-[15: DBG : LoRa MAC  ] buffer size: 0
main-DEBUG-  2021-08-05 14:57:13,093-[15: DBG : LoRa MAC  ] frame sended to PHY layer
main-DEBUG-  2021-08-05 14:57:13,103-[15: DBG : LoRa MAC  ] START retransmit timer in mac_tx process
main-DEBUG-  2021-08-05 14:57:13,104-[15: DBG : LoRa MAC  ] Listen during 3 s
main-DEBUG-  2021-08-05 14:57:13,105-[15: DBG : LoRa MAC  ] wait state change to READY
main-DEBUG-  2021-08-05 14:57:13,108-[15: INFO: LoRa PHY  ] PHY TX:radio set wdt 0
main-DEBUG-  2021-08-05 14:57:13,113-[15: INFO: LoRa PHY  ] PHY TX:radio tx 02611B0100000601
main-DEBUG-  2021-08-05 14:57:14,120-[16: INFO: LoRa PHY  ] PHY TX:radio set wdt 3000
main-DEBUG-  2021-08-05 14:57:14,130-[16: INFO: LoRa PHY  ] PHY TX:radio rx 0
lora_phy-INFO-  2021-08-05 14:57:14,146-PHY RX:02611B0100000601
lora_mac-DEBUG-  2021-08-05 14:57:14,147-RX process receive
lora_mac-DEBUG-  2021-08-05 14:57:14,147-RX process set is_listen=False
lora_mac-DEBUG-  2021-08-05 14:57:14,147-RX process: call mac_rx
lora_mac-DEBUG-  2021-08-05 14:57:14,147-MAC RX: LoraFrame(src_addr=LoraAddr(prefix=2, node_id=24859), dest_addr=LoraAddr(prefix=1, node_id=0), command=<MacCommand.QUERY: 6>, payload='', seq=1, k=False, has_next=False)
lora_mac-DEBUG-  2021-08-05 14:57:14,147-look child with prefix: 2
lora_mac-DEBUG-  2021-08-05 14:57:14,147-child is: Child(2:24859)
lora_mac-DEBUG-  2021-08-05 14:57:14,148-In _on_query
lora_mac-DEBUG-  2021-08-05 14:57:14,148-child buffer empty -> send ack
lora_phy-INFO-  2021-08-05 14:57:14,148-MAC send:LoraFrame(src_addr=LoraAddr(prefix=1, node_id=0), dest_addr=LoraAddr(prefix=2, node_id=24859), command=<MacCommand.ACK: 3>, payload='', seq=1, k=False, has_next=False)
lora_mac-DEBUG-  2021-08-05 14:57:14,148-RX process: mac_rx end
lora_phy-INFO-  2021-08-05 14:57:14,148-PHY TX:radio tx 01000002611B0301
lora_mac-DEBUG-  2021-08-05 14:57:14,148-RX process acquire lock for can_listen
lora_mac-DEBUG-  2021-08-05 14:57:14,148-can listen: True
lora_mac-DEBUG-  2021-08-05 14:57:14,148-is_listen: False
lora_phy-INFO-  2021-08-05 14:57:15,153-PHY TX:radio rx 0
main-DEBUG-  2021-08-05 14:57:15,208-[17: INFO: LoRa PHY  ] PHY RX:01000002611B0301
main-DEBUG-  2021-08-05 14:57:15,209-[17: INFO: LoRa MAC  ] RX LoRa frame: {src:1:0 dest:2:24859 k:0 seq:1 next:0 cmd:3 data:
main-DEBUG-  2021-08-05 14:57:15,213-[17: INFO: LoRa MAC  ] ACK!
main-DEBUG-  2021-08-05 14:57:15,218-[17: DBG : LoRa MAC  ] STOP retransmit timer thanks to correct ACK
main-DEBUG-  2021-08-05 14:57:15,223-[17: DBG : LoRa MAC  ] state is READY
main-DEBUG-  2021-08-05 14:57:15,227-[17: WARN: LoRa MAC  ] buf not empty: 0
main-DEBUG-  2021-08-05 14:57:15,351-[17: INFO: RPL       ] sending a multicast-DIO with rank 128 to ff02::1a
