lora_mac-INFO-  2021-08-06 14:42:29,740-Init MAC
main-DEBUG-  2021-08-06 14:42:35,502-[4: WARN: LoRa PHY  ] added frame uart frame that contains:
main-DEBUG-  2021-08-06 14:42:35,502-{src:4:33 dest:0:0 k:0 seq:0 next:0 cmd:0 data:(null)
main-DEBUG-  2021-08-06 14:42:35,503-[4: DBG : LoRa PHY  ] append { cmd:mac pause resp: [4294967245, none] }[4: DBG : LoRa PHY  ]  to UART TX buffer
main-DEBUG-  2021-08-06 14:42:35,504-[4: DBG : LoRa PHY  ] enter UART_TX
main-DEBUG-  2021-08-06 14:42:35,523-[4: WARN: LoRa PHY  ] added frame uart frame that contains:
main-DEBUG-  2021-08-06 14:42:35,524-{src:210:33 dest:0:0 k:0 seq:0 next:0 cmd:0 data:(null)
main-DEBUG-  2021-08-06 14:42:35,525-[4: DBG : LoRa PHY  ] append { cmd:radio set freq  resp: [ok, none] }[4: DBG : LoRa PHY  ]  to UART TX buffer
main-DEBUG-  2021-08-06 14:42:35,526-[4: DBG : LoRa PHY  ] enter UART_TX
main-DEBUG-  2021-08-06 14:42:35,546-[4: WARN: LoRa PHY  ] added frame uart frame that contains:
main-DEBUG-  2021-08-06 14:42:35,548-{src:0:0 dest:0:0 k:0 seq:0 next:0 cmd:0 data:(null)
main-DEBUG-  2021-08-06 14:42:35,551-[4: DBG : LoRa PHY  ] append { cmd:radio set wdt  resp: [ok, none] }[4: DBG : LoRa PHY  ]  to UART TX buffer
main-DEBUG-  2021-08-06 14:42:35,551-[4: DBG : LoRa PHY  ] enter UART_TX
main-DEBUG-  2021-08-06 14:42:35,568-[4: DBG : LoRa PHY  ] with lora frame: {src:27:24859 dest:1:0 k:0 seq:0 next:0 cmd:0 data:
main-DEBUG-  2021-08-06 14:42:35,568-[4: WARN: LoRa PHY  ] added frame uart frame that contains:
main-DEBUG-  2021-08-06 14:42:35,569-{src:27:24859 dest:1:0 k:0 seq:0 next:0 cmd:0 data:
main-DEBUG-  2021-08-06 14:42:35,590-[4: DBG : LoRa PHY  ] append { cmd:radio tx  resp: [radio_tx_ok, radio_err] }[4: DBG : LoRa PHY  ]  to UART TX buffer
main-DEBUG-  2021-08-06 14:42:35,590-[4: DBG : LoRa PHY  ] enter UART_TX
main-DEBUG-  2021-08-06 14:42:35,591-[4: WARN: LoRa PHY  ] added frame uart frame that contains:
main-DEBUG-  2021-08-06 14:42:35,592-{src:184:0 dest:0:0 k:0 seq:0 next:0 cmd:0 data:(null)
main-DEBUG-  2021-08-06 14:42:35,613-[4: DBG : LoRa PHY  ] append { cmd:radio set wdt  resp: [ok, none] }[4: DBG : LoRa PHY  ]  to UART TX buffer
main-DEBUG-  2021-08-06 14:42:35,613-[4: DBG : LoRa PHY  ] enter UART_TX
main-DEBUG-  2021-08-06 14:42:35,614-[4: WARN: LoRa PHY  ] added frame uart frame that contains:
main-DEBUG-  2021-08-06 14:42:35,615-{src:218:33 dest:0:0 k:0 seq:0 next:0 cmd:0 data:(null)
main-DEBUG-  2021-08-06 14:42:35,635-[4: DBG : LoRa PHY  ] append { cmd:radio rx  resp: [radio_err, radio_rx] }[4: DBG : LoRa PHY  ]  to UART TX buffer
main-DEBUG-  2021-08-06 14:42:35,635-[4: DBG : LoRa MAC  ] SET retransmit timer
main-DEBUG-  2021-08-06 14:42:35,637-[4: DBG : LoRa MAC  ] initialization complete
main-DEBUG-  2021-08-06 14:42:35,656-[4: DBG : LoRa PHY  ] will call write UART
main-DEBUG-  2021-08-06 14:42:35,657-[4: INFO: LoRa PHY  ] PHY TX:mac pause
main-DEBUG-  2021-08-06 14:42:35,657-[4: DBG : LoRa PHY  ] phy tx done
main-DEBUG-  2021-08-06 14:42:35,657-[4: DBG : LoRa PHY  ] write uart call ended
main-DEBUG-  2021-08-06 14:42:35,658-[4: DBG : LoRa PHY  ] wait can send
main-DEBUG-  2021-08-06 14:42:35,658-[4: DBG : LoR[4: DBG : LoRa PHY  ] UART response:4294967245
main-DEBUG-  2021-08-06 14:42:35,678-[4: DBG : LoRa PHY  ] compare response with:4294967245
main-DEBUG-  2021-08-06 14:42:35,679-[4: DBG : LoRa PHY  ]  expected !
main-DEBUG-  2021-08-06 14:42:35,680- PHY  ] wait can send
main-DEBUG-  2021-08-06 14:42:35,681-[4: DBG : LoRa PHY  ] wait can send
main-DEBUG-  2021-08-06 14:42:35,682-[4: DBG : LoRa PHY  ] wait can send
main-DEBUG-  2021-08-06 14:42:35,683-[4: DBG : LoRa PHY  ] wait can send
main-DEBUG-  2021-08-06 14:42:35,683-[4: DBG : LoRa PHY  ] wait can send
main-DEBUG-  2021-08-06 14:42:35,690-[4: DBG : LoRa PHY  ] can send !
main-DEBUG-  2021-08-06 14:42:35,691-[4: DBG : LoRa PHY  ] will call write UART
main-DEBUG-  2021-08-06 14:42:35,691-[4: INFO: LoRa PHY  ] PHY TX:radio set freq 868100000
main-DEBUG-  2021-08-06 14:42:35,701-[4: DBG : LoRa PHY  ] phy tx done
main-DEBUG-  2021-08-06 14:42:35,702-[4: DBG : LoRa PHY  ] write uart call ended
main-DEBUG-  2021-08-06 14:42:35,703-[4: DBG : LoRa PHY  ] wait can send
main-DEBUG-  2021-08-06 14:42:35,724-[4: DBG : LoRa PHY  ] UART response:ok
main-DEBUG-  2021-08-06 14:42:35,725-[4: DBG : LoRa PHY  ] compare response with:ok
main-DEBUG-  2021-08-06 14:42:35,726-[4: DBG : LoRa PHY  ]  expected !
main-DEBUG-  2021-08-06 14:42:35,726-[4: DBG : LoRa PHY  ] wait can send
main-DEBUG-  2021-08-06 14:42:35,727-[4: DBG : LoRa PHY  ] can send !
main-DEBUG-  2021-08-06 14:42:35,727-[4: DBG : LoRa PHY  ] will call write UART
main-DEBUG-  2021-08-06 14:42:35,746-[4: INFO: LoRa PHY  ] PHY TX:radio set wdt 0
main-DEBUG-  2021-08-06 14:42:35,747-[4: DBG : LoRa PHY  ] phy tx done
main-DEBUG-  2021-08-06 14:42:35,748-[4: DBG : LoRa PHY  ] write[4: DBG : LoRa PHY  ] UART response:ok
main-DEBUG-  2021-08-06 14:42:35,749-[4: DBG : LoRa PHY  ] compare response with:ok
main-DEBUG-  2021-08-06 14:42:35,750-[4: DBG : LoRa PHY  ]  expected !
main-DEBUG-  2021-08-06 14:42:35,750-uart call ended
main-DEBUG-  2021-08-06 14:42:35,769-[4: DBG : LoRa PHY  ] wait can send
main-DEBUG-  2021-08-06 14:42:35,770-[4: DBG : LoRa PHY  ] can send !
main-DEBUG-  2021-08-06 14:42:35,771-[4: DBG : LoRa PHY  ] COMPARE {src:27:24859 dest:1:0 k:0 seq:0 next:0 cmd:0 data:
main-DEBUG-  2021-08-06 14:42:35,772-[4: DBG : LoRa PHY  ] WITH {src:27:24859 dest:1:0 k:0 seq:0 next:0 cmd:0 data:
main-DEBUG-  2021-08-06 14:42:35,792-[4: DBG : LoRa PHY  ] to frame receive: {src:27:24859 dest:1:0 k:0 seq:0 next:0 cmd:0 data:
main-DEBUG-  2021-08-06 14:42:35,792-[4: DBG : LoRa PHY  ]
main-DEBUG-  2021-08-06 14:42:35,793-[4: DBG : LoRa PHY  ] src.prefix: 27
main-DEBUG-  2021-08-06 14:42:35,793-[4: DBG : LoRa PHY  ] src addr: 1B611B
main-DEBUG-  2021-08-06 14:42:35,793-[4: DBG : LoRa PHY  ] dest addr: 010000
main-DEBUG-  2021-08-06 14:42:35,809-[4: DBG : LoRa PHY  ] flags and command:00
main-DEBUG-  2021-08-06 14:42:35,810-[4: DBG : LoRa PHY  ] SN:00
main-DEBUG-  2021-08-06 14:42:35,811-[4: DBG : LoRa PHY  ] TO HEX frame: 1B611B0100000000
main-DEBUG-  2021-08-06 14:42:35,811-[4: DBG : LoRa PHY  ] will call write UART
main-DEBUG-  2021-08-06 14:42:35,812-[4: INFO: LoRa PHY  ] PHY TX:radio tx 1B611B0100000000
main-DEBUG-  2021-08-06 14:42:35,817-[4: DBG : LoRa PHY  ] phy tx done
main-DEBUG-  2021-08-06 14:42:35,817-[4: DBG : LoRa PHY  ] write uart call ended
main-DEBUG-  2021-08-06 14:42:35,831-[4: DBG : LoRa PHY  ] UART response:ok
main-DEBUG-  2021-08-06 14:42:35,832-[4: DBG : LoRa PHY  ] compare response with:radio_tx_ok
main-DEBUG-  2021-08-06 14:42:35,833-[4: DBG : LoRa PHY  ] compare response with:radio_err
main-DEBUG-  2021-08-06 14:42:36,834-[5: DBG : LoRa PHY  ] UART response:radio_tx_ok
main-DEBUG-  2021-08-06 14:42:36,837-[5: DBG : LoRa PHY  ] compare response with:radio_tx_ok
main-DEBUG-  2021-08-06 14:42:36,838-[5: DBG : LoRa PHY  ]  expected !
main-DEBUG-  2021-08-06 14:42:36,840-[5: DBG : LoRa PHY  ] wait can send
main-DEBUG-  2021-08-06 14:42:36,840-[5: DBG : LoRa PHY  ] can send !
lora_phy-INFO-  2021-08-06 14:42:36,843-PHY RX:1B611B0100000000
lora_mac-DEBUG-  2021-08-06 14:42:36,844-RX process receive
lora_mac-DEBUG-  2021-08-06 14:42:36,844-RX process set is_listen=False
lora_mac-DEBUG-  2021-08-06 14:42:36,844-RX process: call mac_rx
lora_mac-DEBUG-  2021-08-06 14:42:36,844-MAC RX: LoraFrame(src_addr=LoraAddr(prefix=27, node_id=24859), dest_addr=LoraAddr(prefix=1, node_id=0), command=<MacCommand.JOIN: 0>, payload='', seq=0, k=False, has_next=False)
lora_mac-DEBUG-  2021-08-06 14:42:36,845-look child with prefix: 27
lora_mac-DEBUG-  2021-08-06 14:42:36,845-child is: None
lora_mac-INFO-  2021-08-06 14:42:36,845-reveive join frame LoraFrame(src_addr=LoraAddr(prefix=27, node_id=24859), dest_addr=LoraAddr(prefix=1, node_id=0), command=<MacCommand.JOIN: 0>, payload='', seq=0, k=False, has_next=False)
lora_mac-DEBUG-  2021-08-06 14:42:36,845-new child Child(2:24859) created
lora_mac-DEBUG-  2021-08-06 14:42:36,845-send join response
lora_phy-INFO-  2021-08-06 14:42:36,845-MAC send:LoraFrame(src_addr=LoraAddr(prefix=1, node_id=0), dest_addr=LoraAddr(prefix=27, node_id=24859), command=<MacCommand.JOIN_RESPONSE: 1>, payload='02', seq=0, k=False, has_next=False)
lora_mac-DEBUG-  2021-08-06 14:42:36,845-RX process: mac_rx end
lora_phy-INFO-  2021-08-06 14:42:36,846-PHY TX:radio tx 0100001B611B010002
lora_mac-DEBUG-  2021-08-06 14:42:36,846-RX process acquire lock for can_listen
lora_mac-DEBUG-  2021-08-06 14:42:36,846-can listen: True
lora_mac-DEBUG-  2021-08-06 14:42:36,846-is_listen: False
main-DEBUG-  2021-08-06 14:42:36,855-[5: DBG : LoRa PHY  ] will call write UART
main-DEBUG-  2021-08-06 14:42:36,856-[5: INFO: LoRa PHY  ] PHY TX:radio set wdt 3000
main-DEBUG-  2021-08-06 14:42:36,857-[5: DBG : LoRa PHY  ] phy tx done
main-DEBUG-  2021-08-06 14:42:36,857-[5: DBG : LoRa PHY  ] write uart call ended
main-DEBUG-  2021-08-06 14:42:36,858-[5: DBG : LoRa PHY  ] UART response:ok
main-DEBUG-  2021-08-06 14:42:36,858-[5: DBG : LoRa PHY  ] compare response with:ok
main-DEBUG-  2021-08-06 14:42:36,878-[5: DBG : LoRa PHY  ]  expected !
main-DEBUG-  2021-08-06 14:42:36,879-[5: DBG : LoRa PHY  ] wait can send
main-DEBUG-  2021-08-06 14:42:36,879-[5: DBG : LoRa PHY  ] can send !
main-DEBUG-  2021-08-06 14:42:36,880-[5: DBG : LoRa PHY  ] will call write UART
main-DEBUG-  2021-08-06 14:42:36,880-[5: INFO: LoRa PHY  ] PHY TX:radio rx 0
main-DEBUG-  2021-08-06 14:42:36,880-[5: DBG : LoRa PHY  ] phy tx done
main-DEBUG-  2021-08-06 14:42:36,892-[5: DBG : LoRa PHY  ] write uart[5: DBG : LoRa PHY  ] UART response:ok
main-DEBUG-  2021-08-06 14:42:36,893-[5: DBG : LoRa PHY  ] compare response with:radio_err
main-DEBUG-  2021-08-06 14:42:36,894-[5: DBG : LoRa PHY  ] compare response with:radio_rx
main-DEBUG-  2021-08-06 14:42:36,895-call ended
lora_phy-INFO-  2021-08-06 14:42:37,850-PHY TX:radio rx 0
main-DEBUG-  2021-08-06 14:42:37,906-[6: DBG : LoRa PHY  ] UART response:radio_rx  0100001B611B010002
main-DEBUG-  2021-08-06 14:42:37,906-[6: DBG : LoRa PHY  ] compare response with:radio_err
main-DEBUG-  2021-08-06 14:42:37,907-[6: DBG : LoRa PHY  ] compare response with:radio_rx
main-DEBUG-  2021-08-06 14:42:37,907-[6: DBG : LoRa PHY  ] created frame a LoRa frame
main-DEBUG-  2021-08-06 14:42:37,928-[6: INFO: LoRa PHY  ] PHY RX:0100001B611B010002
main-DEBUG-  2021-08-06 14:42:37,929-[6: INFO: LoRa MAC  ] RX LoRa frame: {src:1:0 dest:27:24859 k:0 seq:0 next:0 cmd:1 data:02
main-DEBUG-  2021-08-06 14:42:37,930-[6: DBG : LoRa MAC  ] JOIN RESPONSE
main-DEBUG-  2021-08-06 14:42:37,931-[6: DBG : LoRa MAC  ] state = READY
main-DEBUG-  2021-08-06 14:42:37,932-[6: DBG : LoRa MAC  ] STOP retransmit timer
main-DEBUG-  2021-08-06 14:42:37,950-[6: INFO: LoRa MAC  ] Lora Root joined
main-DEBUG-  2021-08-06 14:42:37,951-[6: INFO: LoRa MAC  ] Node addr: 2:24859
main-DEBUG-  2021-08-06 14:42:37,952-[6: DBG : LoRa MAC  ] START TX_PROCESS
main-DEBUG-  2021-08-06 14:42:37,955-[6: DBG : LoRa MAC  ] MAC_TX process started
main-DEBUG-  2021-08-06 14:42:37,956-[6: DBG : LoRa MAC  ] SET query timer
main-DEBUG-  2021-08-06 14:42:37,957-[6: DBG : LoRa PHY  ]  expected !
main-DEBUG-  2021-08-06 14:42:37,972-[6: DBG : LoRa PHY  ] wait can send
main-DEBUG-  2021-08-06 14:42:37,973-[6: INFO: Interface ] RECEIVE LORAMAC JOINED EVENT !
main-DEBUG-  2021-08-06 14:42:37,974-[6: INFO: Interface ] PREFIX: 2
main-DEBUG-  2021-08-06 14:42:37,974-[6: INFO: RPL       ] IPv6 addresses:
main-DEBUG-  2021-08-06 14:42:37,975-[6: INFO: RPL       ] -- fd00::200:212:4b00:60d:611b
main-DEBUG-  2021-08-06 14:42:37,998-[6: INFO: RPL       ] -- fe80::212:4b00:60d:611b
main-DEBUG-  2021-08-06 14:42:37,999-[7: INFO: RPL       ] reset DIO timer (Init root)
main-DEBUG-  2021-08-06 14:42:38,002-[7: INFO: RPL       ] created DAG with instance ID 0, DAG ID fd00::200:212:4b00:60d:611b, rank 128
main-DEBUG-  2021-08-06 14:42:38,003-[7: INFO: RPL       ] created a new RPL DAG
main-DEBUG-  2021-08-06 14:42:38,005-[7: DBG : LoRa PHY  ] wait can send
main-DEBUG-  2021-08-06 14:42:38,007-[7: DBG : LoRa PHY  ] wait can send
main-DEBUG-  2021-08-06 14:42:38,009-[7: DBG : LoRa PHY  ] can send !
main-DEBUG-  2021-08-06 14:42:40,401-[9: INFO: RPL       ] sending a multicast-DIO with rank 128 to ff02::1a
main-DEBUG-  2021-08-06 14:42:43,879-[12: INFO: RPL       ] received a unicast-DIO from fe80::212:4b00:60d:b1f8, instance_id 0, DAG ID fd00::200:212:4b00:60d:611b, version 240, dtsn 240, rank 65535
main-DEBUG-  2021-08-06 14:42:44,036-[13: INFO: RPL       ] received a unicast-DIO from fe80::212:4b00:60d:b1f8, instance_id 0, DAG ID fd00::200:212:4b00:60d:611b, version 240, dtsn 240, rank 65535
main-DEBUG-  2021-08-06 14:42:44,856-[13: INFO: RPL       ] received a unicast-DIO from fe80::212:4b00:60d:b1f8, instance_id 0, DAG ID fd00::200:212:4b00:60d:611b, version 240, dtsn 240, rank 65535
main-DEBUG-  2021-08-06 14:42:47,051-[16: INFO: RPL       ] received a unicast-DIO from fe80::212:4b00:60d:b1f8, instance_id 0, DAG ID fd00::200:212:4b00:60d:611b, version 240, dtsn 240, rank 65535
main-DEBUG-  2021-08-06 14:42:47,901-[16: INFO: LoRa MAC  ] Query timeout !
main-DEBUG-  2021-08-06 14:42:47,903-[16: DBG : LoRa MAC  ] STOP query timer thanks to query_timeout
main-DEBUG-  2021-08-06 14:42:47,905-[16: DBG : LoRa MAC  ] query frame built
main-DEBUG-  2021-08-06 14:42:47,924-[16: DBG : LoRa MAC  ] Enter enqueue_packet with frame: {src:2:24859 dest:1:0 k:0 seq:1 next:0 cmd:6 data:
main-DEBUG-  2021-08-06 14:42:47,925-[16: INFO: LoRa MAC  ] YOOOOOO 1
main-DEBUG-  2021-08-06 14:42:47,925-[16: INFO: LoRa MAC  ] YOOOOOO 2
main-DEBUG-  2021-08-06 14:42:47,926-[16: DBG : LoRa MAC  ] append to buffer
main-DEBUG-  2021-08-06 14:42:47,926-[16: INFO: LoRa MAC  ] YOOOOOO 3
main-DEBUG-  2021-08-06 14:42:47,927-[16: DBG : LoRa MAC  ] post new_tx_frame_event to TX_PROCESS
main-DEBUG-  2021-08-06 14:42:47,944-[16: INFO: LoRa MAC  ] YOOOOOO 4
main-DEBUG-  2021-08-06 14:42:47,945-[16: DBG : LoRa MAC  ] frame from buffer: {src:2:24859 dest:1:0 k:0 seq:1 next:0 cmd:6 data:
main-DEBUG-  2021-08-06 14:42:47,946-[16: DBG : LoRa MAC  ] buffer size: 0
main-DEBUG-  2021-08-06 14:42:47,947-[16: DBG : LoRa PHY  ] enter UART_TX
main-DEBUG-  2021-08-06 14:42:47,948-[16: WARN: LoRa PHY  ] added frame uart frame that contains:
main-DEBUG-  2021-08-06 14:42:47,967-{src:0:0 dest:0:0 k:0 seq:0 next:0 cmd:0 data:(null)
main-DEBUG-  2021-08-06 14:42:47,968-[16: DBG : LoRa PHY  ] append { cmd:radio set wdt  resp: [ok, none] }[16: DBG : LoRa PHY  ]  to UART TX buffer
main-DEBUG-  2021-08-06 14:42:47,969-[16: DBG : LoRa PHY  ] enter UART_TX
main-DEBUG-  2021-08-06 14:42:47,989-[16: DBG : LoRa PHY  ] with lora frame: {src:2:24859 dest:1:0 k:0 seq:1 next:0 cmd:6 data:
main-DEBUG-  2021-08-06 14:42:47,990-[16: WARN: LoRa PHY  ] added frame uart frame that contains:
main-DEBUG-  2021-08-06 14:42:47,991-{src:2:24859 dest:1:0 k:0 seq:1 next:0 cmd:6 data:
main-DEBUG-  2021-08-06 14:42:48,011-[17: DBG : LoRa PHY  ] append { cmd:radio tx  resp: [radio_tx_ok, radio_err] }[17: DBG : LoRa PHY  ]  to UART TX buffer
main-DEBUG-  2021-08-06 14:42:48,012-[17: DBG : LoRa MAC  ] frame sended to PHY layer
main-DEBUG-  2021-08-06 14:42:48,013-[17: DBG : LoRa MAC  ] START retransmit timer in mac_tx process
main-DEBUG-  2021-08-06 14:42:48,013-[17: DBG : LoRa MAC  ] Listen during 3 s
main-DEBUG-  2021-08-06 14:42:48,014-[17: DBG : LoRa PHY  ] enter UART_TX
main-DEBUG-  2021-08-06 14:42:48,033-[17: WARN: LoRa PHY  ] added frame uart frame that contains:
main-DEBUG-  2021-08-06 14:42:48,035-{src:184:0 dest:0:0 k:0 seq:0 next:0 cmd:0 data:(null)
main-DEBUG-  2021-08-06 14:42:48,037-[17: DBG : LoRa PHY  ] append { cmd:radio set wdt  resp: [ok, none] }[17: DBG : LoRa PHY  ]  to UART TX buffer
main-DEBUG-  2021-08-06 14:42:48,037-[17: DBG : LoRa PHY  ] enter UART_TX
main-DEBUG-  2021-08-06 14:42:48,057-[17: WARN: LoRa PHY  ] added frame uart frame that contains:
main-DEBUG-  2021-08-06 14:42:48,058-{src:218:33 dest:0:0 k:0 seq:0 next:0 cmd:0 data:(null)
main-DEBUG-  2021-08-06 14:42:48,059-[17: DBG : LoRa PHY  ] append { cmd:radio rx  resp: [radio_err, radio_rx] }[17: DBG : LoRa PHY  ]  to UART TX buffer
main-DEBUG-  2021-08-06 14:42:48,078-[17: DBG : LoRa MAC  ] wait state change to READY
main-DEBUG-  2021-08-06 14:42:48,080-[17: DBG : LoRa PHY  ] will call write UART
main-DEBUG-  2021-08-06 14:42:48,081-[17: INFO: LoRa PHY  ] PHY TX:radio set wdt 0
main-DEBUG-  2021-08-06 14:42:48,081-[17: DBG : LoRa PHY  ] phy tx done
main-DEBUG-  2021-08-06 14:42:48,082-[17: DBG : LoRa PHY  ] wri[17: DBG : LoRa PHY  ] UART response:ok
main-DEBUG-  2021-08-06 14:42:48,100-[17: DBG : LoRa PHY  ] compare response with:ok
main-DEBUG-  2021-08-06 14:42:48,101-[17: DBG : LoRa PHY  ]  expected !
main-DEBUG-  2021-08-06 14:42:48,101-e uart call ended
main-DEBUG-  2021-08-06 14:42:48,102-[17: DBG : LoRa PHY  ] wait can send
main-DEBUG-  2021-08-06 14:42:48,102-[17: DBG : LoRa PHY  ] wait can send
main-DEBUG-  2021-08-06 14:42:48,103-[17: DBG : LoRa PHY  ] wait can send
main-DEBUG-  2021-08-06 14:42:48,104-[17: DBG : LoRa PHY  ] wait can send
main-DEBUG-  2021-08-06 14:42:48,122-[17: DBG : LoRa PHY  ] can send !
main-DEBUG-  2021-08-06 14:42:48,123-[17: DBG : LoRa PHY  ] COMPARE {src:2:24859 dest:1:0 k:0 seq:1 next:0 cmd:6 data:
main-DEBUG-  2021-08-06 14:42:48,124-[17: DBG : LoRa PHY  ] WITH {src:2:24859 dest:1:0 k:0 seq:1 next:0 cmd:6 data:
main-DEBUG-  2021-08-06 14:42:48,146-[17: DBG : LoRa PHY  ] to frame receive: {src:2:24859 dest:1:0 k:0 seq:1 next:0 cmd:6 data:
main-DEBUG-  2021-08-06 14:42:48,146-[17: DBG : LoRa PHY  ]
main-DEBUG-  2021-08-06 14:42:48,146-[17: DBG : LoRa PHY  ] src.prefix: 2
main-DEBUG-  2021-08-06 14:42:48,147-[17: DBG : LoRa PHY  ] src addr: 02611B
main-DEBUG-  2021-08-06 14:42:48,147-[17: DBG : LoRa PHY  ] dest addr: 010000
main-DEBUG-  2021-08-06 14:42:48,148-[17: DBG : LoRa PHY  ] flags and command:06
main-DEBUG-  2021-08-06 14:42:48,159-[17: DBG : LoRa PHY  ] SN:01
main-DEBUG-  2021-08-06 14:42:48,161-[17: DBG : LoRa PHY  ] TO HEX frame: 02611B0100000601
main-DEBUG-  2021-08-06 14:42:48,162-[17: DBG : LoRa PHY  ] will call write UART
main-DEBUG-  2021-08-06 14:42:48,163-[17: INFO: LoRa PHY  ] PHY TX:radio tx 02611B0100000601
main-DEBUG-  2021-08-06 14:42:48,182-[17: DBG : LoRa PHY  ] phy tx done
main-DEBUG-  2021-08-06 14:42:48,182-[17: DBG : LoRa PHY  ] write uart call ended
main-DEBUG-  2021-08-06 14:42:48,183-[17: DBG : LoRa PHY  ] UART response:ok
main-DEBUG-  2021-08-06 14:42:48,184-[17: DBG : LoRa PHY  ] compare response with:radio_tx_ok
main-DEBUG-  2021-08-06 14:42:48,185-[17: DBG : LoRa PHY  ] compare response with:radio_err
main-DEBUG-  2021-08-06 14:42:49,184-[18: DBG : LoRa PHY  ] UART response:radio_tx_ok
main-DEBUG-  2021-08-06 14:42:49,186-[18: DBG : LoRa PHY  ] compare response with:radio_tx_ok
main-DEBUG-  2021-08-06 14:42:49,188-[18: DBG : LoRa PHY  ]  expected !
main-DEBUG-  2021-08-06 14:42:49,189-[18: DBG : LoRa PHY  ] wait can send
main-DEBUG-  2021-08-06 14:42:49,190-[18: DBG : LoRa PHY  ] can send !
lora_phy-INFO-  2021-08-06 14:42:49,194-PHY RX:02611B0100000601
lora_mac-DEBUG-  2021-08-06 14:42:49,194-RX process receive
lora_mac-DEBUG-  2021-08-06 14:42:49,194-RX process set is_listen=False
lora_mac-DEBUG-  2021-08-06 14:42:49,194-RX process: call mac_rx
lora_mac-DEBUG-  2021-08-06 14:42:49,194-MAC RX: LoraFrame(src_addr=LoraAddr(prefix=2, node_id=24859), dest_addr=LoraAddr(prefix=1, node_id=0), command=<MacCommand.QUERY: 6>, payload='', seq=1, k=False, has_next=False)
lora_mac-DEBUG-  2021-08-06 14:42:49,195-look child with prefix: 2
lora_mac-DEBUG-  2021-08-06 14:42:49,195-child is: Child(2:24859)
lora_mac-DEBUG-  2021-08-06 14:42:49,195-In _on_query
lora_mac-DEBUG-  2021-08-06 14:42:49,195-child buffer empty -> send ack
lora_phy-INFO-  2021-08-06 14:42:49,195-MAC send:LoraFrame(src_addr=LoraAddr(prefix=1, node_id=0), dest_addr=LoraAddr(prefix=2, node_id=24859), command=<MacCommand.ACK: 3>, payload='', seq=1, k=False, has_next=False)
lora_mac-DEBUG-  2021-08-06 14:42:49,195-RX process: mac_rx end
lora_mac-DEBUG-  2021-08-06 14:42:49,196-RX process acquire lock for can_listen
lora_phy-INFO-  2021-08-06 14:42:49,195-PHY TX:radio tx 01000002611B0301
lora_mac-DEBUG-  2021-08-06 14:42:49,196-can listen: True
lora_mac-DEBUG-  2021-08-06 14:42:49,196-is_listen: False
main-DEBUG-  2021-08-06 14:42:49,209-[18: DBG : LoRa PHY  ] will call write UART
main-DEBUG-  2021-08-06 14:42:49,210-[18: INFO: LoRa PHY  ] PHY TX:radio set wdt 3000
