lora_mac-INFO-  2021-08-06 11:54:39,063-Init MAC
main-DEBUG-  2021-08-06 11:54:51,490-[11: DBG : LoRa PHY  ] enter UART_TX
main-DEBUG-  2021-08-06 11:54:51,492-[11: DBG : LoRa PHY  ] append { cmd:mac pause resp: [4294967245, none] }[11: DBG : LoRa PHY  ]  to UART TX buffer
main-DEBUG-  2021-08-06 11:54:51,492-[11: DBG : LoRa PHY  ] enter UART_TX
main-DEBUG-  2021-08-06 11:54:51,512-[11: DBG : LoRa PHY  ] append { cmd:radio set freq  resp: [ok, none] }[11: DBG : LoRa PHY  ]  to UART TX buffer
main-DEBUG-  2021-08-06 11:54:51,512-[11: DBG : LoRa PHY  ] enter UART_TX
main-DEBUG-  2021-08-06 11:54:51,514-[11: DBG : LoRa PHY  ] append { cmd:radio set wdt  resp: [ok, none] }[11: DBG : LoRa PHY  ]  to UART TX buffer
main-DEBUG-  2021-08-06 11:54:51,533-[11: DBG : LoRa PHY  ] enter UART_TX
main-DEBUG-  2021-08-06 11:54:51,535-[11: DBG : LoRa PHY  ] with lora frame: {src:27:24859 dest:1:0 k:0 seq:0 next:0 cmd:0 data:
main-DEBUG-  2021-08-06 11:54:51,536-[11: DBG : LoRa PHY  ] append { cmd:radio tx  resp: [radio_tx_ok, radio_err] }[11: DBG : LoRa PHY  ]  to UART TX buffer
main-DEBUG-  2021-08-06 11:54:51,557-[11: DBG : LoRa PHY  ] enter UART_TX
main-DEBUG-  2021-08-06 11:54:51,558-[11: DBG : LoRa PHY  ] append { cmd:radio set wdt  resp: [ok, none] }[11: DBG : LoRa PHY  ]  to UART TX buffer
main-DEBUG-  2021-08-06 11:54:51,559-[11: DBG : LoRa PHY  ] enter UART_TX
main-DEBUG-  2021-08-06 11:54:51,579-[11: DBG : LoRa PHY  ] append { cmd:radio rx  resp: [radio_err, radio_rx] }[11: DBG : LoRa PHY  ]  to UART TX buffer
main-DEBUG-  2021-08-06 11:54:51,579-[11: DBG : LoRa MAC  ] SET retransmit timer
main-DEBUG-  2021-08-06 11:54:51,580-[11: DBG : LoRa MAC  ] initialization complete
main-DEBUG-  2021-08-06 11:54:51,581-[11: DBG : LoRa PHY  ] log 4
main-DEBUG-  2021-08-06 11:54:51,583-[11: DBG : LoRa PHY  ] log 5
main-DEBUG-  2021-08-06 11:54:51,583-[11: DBG : LoRa PHY  ] log 6
main-DEBUG-  2021-08-06 11:54:51,584-[11: DBG : LoRa PHY  ] log 7
main-DEBUG-  2021-08-06 11:54:51,601-[11: DBG : LoRa PHY  ] log 8
main-DEBUG-  2021-08-06 11:54:51,601-[11: DBG : LoRa PHY  ] log 9
main-DEBUG-  2021-08-06 11:54:51,602-[11: DBG : LoRa PHY  ] log 10
main-DEBUG-  2021-08-06 11:54:51,602-[11: DBG : LoRa PHY  ] log 11
main-DEBUG-  2021-08-06 11:54:51,602-[11: DBG : LoRa PHY  ] log 11
main-DEBUG-  2021-08-06 11:54:51,602-[11: DBG : LoRa PHY  ] log 12
main-DEBUG-  2021-08-06 11:54:51,603-[11: DBG : LoRa PHY  ] log 13
main-DEBUG-  2021-08-06 11:54:51,603-[11: DBG : LoRa PHY  ] log 14
main-DEBUG-  2021-08-06 11:54:51,623-[11: DBG : LoRa PHY  ] log 15
main-DEBUG-  2021-08-06 11:54:51,623-[11: DBG : LoRa PHY  ] will call write UART
main-DEBUG-  2021-08-06 11:54:51,624-[11: INFO: LoRa PHY  ] PHY TX:mac pause
main-DEBUG-  2021-08-06 11:54:51,626-[11: DBG : LoRa PHY  ] phy tx done
main-DEBUG-  2021-08-06 11:54:51,626-[11: DBG : LoRa PHY  ] write uart call ended
main-DEBUG-  2021-08-06 11:54:51,627-[11: DBG : LoRa PHY  ] wait can send
main-DEBUG-  2021-08-06 11:54:51,646-[11: DBG :[11: DBG : LoRa PHY  ] UART response:4294967245
main-DEBUG-  2021-08-06 11:54:51,646-[11: DBG : LoRa PHY  ] compare response with:4294967245
main-DEBUG-  2021-08-06 11:54:51,647-[11: DBG : LoRa PHY  ]  expected !
main-DEBUG-  2021-08-06 11:54:51,647-
LoRa PHY  ] wait can send
main-DEBUG-  2021-08-06 11:54:51,647-[11: DBG : LoRa PHY  ] wait can send
main-DEBUG-  2021-08-06 11:54:51,667-[11: DBG : LoRa PHY  ] wait can send
main-DEBUG-  2021-08-06 11:54:51,668-[11: DBG : LoRa PHY  ] wait can send
main-DEBUG-  2021-08-06 11:54:51,669-[11: DBG : LoRa PHY  ] wait can send
main-DEBUG-  2021-08-06 11:54:51,669-[11: DBG : LoRa PHY  ] can send !
main-DEBUG-  2021-08-06 11:54:51,670-[11: DBG : LoRa PHY  ] log 1
main-DEBUG-  2021-08-06 11:54:51,671-[11: DBG : LoRa PHY  ] log 2
main-DEBUG-  2021-08-06 11:54:51,672-[11: DBG : LoRa PHY  ] log 4
main-DEBUG-  2021-08-06 11:54:51,674-[11: DBG : LoRa PHY  ] log 5
main-DEBUG-  2021-08-06 11:54:51,691-[11: DBG : LoRa PHY  ] log 6
main-DEBUG-  2021-08-06 11:54:51,692-[11: DBG : LoRa PHY  ] log 7
main-DEBUG-  2021-08-06 11:54:51,694-[11: DBG : LoRa PHY  ] log 8
main-DEBUG-  2021-08-06 11:54:51,697-[11: DBG : LoRa PHY  ] log 9
main-DEBUG-  2021-08-06 11:54:51,700-[11: DBG : LoRa PHY  ] log 10
main-DEBUG-  2021-08-06 11:54:51,703-[11: DBG : LoRa PHY  ] log 11
main-DEBUG-  2021-08-06 11:54:51,705-[11: DBG : LoRa PHY  ] log 11
main-DEBUG-  2021-08-06 11:54:51,707-[11: DBG : LoRa PHY  ] log 12
main-DEBUG-  2021-08-06 11:54:51,708-[11: DBG : LoRa PHY  ] log 13
main-DEBUG-  2021-08-06 11:54:51,710-[11: DBG : LoRa PHY  ] log 14
main-DEBUG-  2021-08-06 11:54:51,713-[11: DBG : LoRa PHY  ] log 15
main-DEBUG-  2021-08-06 11:54:51,714-[11: DBG : LoRa PHY  ] will call write UART
main-DEBUG-  2021-08-06 11:54:51,722-[11: INFO: LoRa PHY  ] PHY TX:radio set freq 868100000
main-DEBUG-  2021-08-06 11:54:51,723-[11: DBG : LoRa PHY  ] phy tx done
main-DEBUG-  2021-08-06 11:54:51,724-[11: DBG : LoRa PHY  ] write uart call ended
main-DEBUG-  2021-08-06 11:54:51,725-[11: DBG : LoRa PHY  ] wait can send
main-DEBUG-  2021-08-06 11:54:51,742-[11: DBG : LoRa PHY  ] UART response:ok
main-DEBUG-  2021-08-06 11:54:51,744-[11: DBG : LoRa PHY  ] compare response with:ok
main-DEBUG-  2021-08-06 11:54:51,746-[11: DBG : LoRa PHY  ]  expected !
main-DEBUG-  2021-08-06 11:54:51,747-[11: DBG : LoRa PHY  ] wait can send
main-DEBUG-  2021-08-06 11:54:51,749-[11: DBG : LoRa PHY  ] can send !
main-DEBUG-  2021-08-06 11:54:51,751-[11: DBG : LoRa PHY  ] log 1
main-DEBUG-  2021-08-06 11:54:51,764-[11: DBG : LoRa PHY  ] log 2
main-DEBUG-  2021-08-06 11:54:51,764-[11: DBG : LoRa PHY  ] log 4
main-DEBUG-  2021-08-06 11:54:51,765-[11: DBG : LoRa PHY  ] log 5
main-DEBUG-  2021-08-06 11:54:51,766-[11: DBG : LoRa PHY  ] log 6
main-DEBUG-  2021-08-06 11:54:51,767-[11: DBG : LoRa PHY  ] log 7
main-DEBUG-  2021-08-06 11:54:51,769-[11: DBG : LoRa PHY  ] log 8
main-DEBUG-  2021-08-06 11:54:51,770-[11: DBG : LoRa PHY  ] log 9
main-DEBUG-  2021-08-06 11:54:51,770-[11: DBG : LoRa PHY  ] log 10
main-DEBUG-  2021-08-06 11:54:51,787-[11: DBG : LoRa PHY  ] log 11
main-DEBUG-  2021-08-06 11:54:51,787-[11: DBG : LoRa PHY  ] log 11
main-DEBUG-  2021-08-06 11:54:51,787-[11: DBG : LoRa PHY  ] log 12
main-DEBUG-  2021-08-06 11:54:51,788-[11: DBG : LoRa PHY  ] log 13
main-DEBUG-  2021-08-06 11:54:51,790-[11: DBG : LoRa PHY  ] log 19
main-DEBUG-  2021-08-06 11:54:51,791-[11: DBG : LoRa PHY  ] log 20
main-DEBUG-  2021-08-06 11:54:51,792-[11: DBG : LoRa PHY  ] will call write UART
main-DEBUG-  2021-08-06 11:54:51,809-[11: INFO: LoRa PHY  ] PHY TX:radio set wdt 0
main-DEBUG-  2021-08-06 11:54:51,809-[11: DBG : LoRa PHY  ] phy tx done
main-DEBUG-  2021-08-06 11:54:51,810-[11: DBG : LoRa PHY  ] wri[11: DBG : LoRa PHY  ] UART response:ok
main-DEBUG-  2021-08-06 11:54:51,810-[11: DBG : LoRa PHY  ] compare response with:ok
main-DEBUG-  2021-08-06 11:54:51,811-[11: DBG : LoRa PHY  ]  expected !
main-DEBUG-  2021-08-06 11:54:51,811-
e uart call ended
main-DEBUG-  2021-08-06 11:54:51,831-[11: DBG : LoRa PHY  ] wait can send
main-DEBUG-  2021-08-06 11:54:51,831-[11: DBG : LoRa PHY  ] can send !
main-DEBUG-  2021-08-06 11:54:51,832-[11: DBG : LoRa PHY  ] log 1
main-DEBUG-  2021-08-06 11:54:51,833-[11: DBG : LoRa PHY  ] log 2
main-DEBUG-  2021-08-06 11:54:51,834-[11: DBG : LoRa PHY  ] log 4
main-DEBUG-  2021-08-06 11:54:51,835-[11: DBG : LoRa PHY  ] log 5
main-DEBUG-  2021-08-06 11:54:51,836-[11: DBG : LoRa PHY  ] log 6
main-DEBUG-  2021-08-06 11:54:51,837-[11: DBG : LoRa PHY  ] log 7
main-DEBUG-  2021-08-06 11:54:51,853-[11: DBG : LoRa PHY  ] log 8
main-DEBUG-  2021-08-06 11:54:51,854-[11: DBG : LoRa PHY  ] log 9
main-DEBUG-  2021-08-06 11:54:51,855-[11: DBG : LoRa PHY  ] log 10
main-DEBUG-  2021-08-06 11:54:51,856-[11: DBG : LoRa PHY  ] log 11
main-DEBUG-  2021-08-06 11:54:51,857-[11: DBG : LoRa PHY  ] log 11
main-DEBUG-  2021-08-06 11:54:51,859-[11: DBG : LoRa PHY  ] log 12
main-DEBUG-  2021-08-06 11:54:51,860-[11: DBG : LoRa PHY  ] log 13
main-DEBUG-  2021-08-06 11:54:51,875-[11: DBG : LoRa PHY  ] log 16
main-DEBUG-  2021-08-06 11:54:51,875-[11: DBG : LoRa PHY  ] log 17
main-DEBUG-  2021-08-06 11:54:51,877-[11: DBG : LoRa PHY  ] to frame receive: {src:27:24859 dest:1:0 k:0 seq:0 next:0 cmd:0 data:
main-DEBUG-  2021-08-06 11:54:51,877-[11: DBG : LoRa PHY  ]
main-DEBUG-  2021-08-06 11:54:51,878-[11: DBG : LoRa PHY  ] src.prefix: 27
main-DEBUG-  2021-08-06 11:54:51,878-[11: DBG : LoRa PHY  ] src addr: 1B611B
main-DEBUG-  2021-08-06 11:54:51,898-[11: DBG : LoRa PHY  ] dest addr: 010000
main-DEBUG-  2021-08-06 11:54:51,898-[11: DBG : LoRa PHY  ] flags and command:00
main-DEBUG-  2021-08-06 11:54:51,899-[11: DBG : LoRa PHY  ] SN:00
main-DEBUG-  2021-08-06 11:54:51,899-[11: DBG : LoRa PHY  ] TO HEX frame: 1B611B0100000000
main-DEBUG-  2021-08-06 11:54:51,901-[11: DBG : LoRa PHY  ] log 18
main-DEBUG-  2021-08-06 11:54:51,901-[11: DBG : LoRa PHY  ] will call write UART
main-DEBUG-  2021-08-06 11:54:51,903-[11: INFO: LoRa PHY  ] PHY TX:radio tx 1B611B0100000000
main-DEBUG-  2021-08-06 11:54:51,923-[11: DBG : LoRa PHY  ] phy tx done
main-DEBUG-  2021-08-06 11:54:51,924-[11: DBG : LoRa PHY  ] write uart call ended
main-DEBUG-  2021-08-06 11:54:51,924-[11: DBG : LoRa PHY  ] UART response:ok
main-DEBUG-  2021-08-06 11:54:51,925-[11: DBG : LoRa PHY  ] compare response with:radio_tx_ok
main-DEBUG-  2021-08-06 11:54:51,925-[11: DBG : LoRa PHY  ] compare response with:radio_err
main-DEBUG-  2021-08-06 11:54:52,926-[12: DBG : LoRa PHY  ] UART response:radio_tx_ok
main-DEBUG-  2021-08-06 11:54:52,928-[12: DBG : LoRa PHY  ] compare response with:radio_tx_ok
main-DEBUG-  2021-08-06 11:54:52,930-[12: DBG : LoRa PHY  ]  expected !
main-DEBUG-  2021-08-06 11:54:52,931-[13: DBG : LoRa PHY  ] wait can send
main-DEBUG-  2021-08-06 11:54:52,932-[13: DBG : LoRa PHY  ] can send !
lora_phy-INFO-  2021-08-06 11:54:52,936-PHY RX:1B611B0100000000
lora_mac-DEBUG-  2021-08-06 11:54:52,936-RX process receive
lora_mac-DEBUG-  2021-08-06 11:54:52,936-RX process set is_listen=False
lora_mac-DEBUG-  2021-08-06 11:54:52,937-RX process: call mac_rx
lora_mac-DEBUG-  2021-08-06 11:54:52,937-MAC RX: LoraFrame(src_addr=LoraAddr(prefix=27, node_id=24859), dest_addr=LoraAddr(prefix=1, node_id=0), command=<MacCommand.JOIN: 0>, payload='', seq=0, k=False, has_next=False)
lora_mac-DEBUG-  2021-08-06 11:54:52,937-look child with prefix: 27
lora_mac-DEBUG-  2021-08-06 11:54:52,937-child is: None
lora_mac-INFO-  2021-08-06 11:54:52,937-reveive join frame LoraFrame(src_addr=LoraAddr(prefix=27, node_id=24859), dest_addr=LoraAddr(prefix=1, node_id=0), command=<MacCommand.JOIN: 0>, payload='', seq=0, k=False, has_next=False)
lora_mac-DEBUG-  2021-08-06 11:54:52,937-new child Child(2:24859) created
lora_mac-DEBUG-  2021-08-06 11:54:52,938-send join response
lora_phy-INFO-  2021-08-06 11:54:52,938-MAC send:LoraFrame(src_addr=LoraAddr(prefix=1, node_id=0), dest_addr=LoraAddr(prefix=27, node_id=24859), command=<MacCommand.JOIN_RESPONSE: 1>, payload='02', seq=0, k=False, has_next=False)
lora_mac-DEBUG-  2021-08-06 11:54:52,938-RX process: mac_rx end
lora_phy-INFO-  2021-08-06 11:54:52,938-PHY TX:radio tx 0100001B611B010002
lora_mac-DEBUG-  2021-08-06 11:54:52,938-RX process acquire lock for can_listen
lora_mac-DEBUG-  2021-08-06 11:54:52,939-can listen: True
lora_mac-DEBUG-  2021-08-06 11:54:52,939-is_listen: False
main-DEBUG-  2021-08-06 11:54:52,947-[13: DBG : LoRa PHY  ] log 1
main-DEBUG-  2021-08-06 11:54:52,948-[13: DBG : LoRa PHY  ] log 2
main-DEBUG-  2021-08-06 11:54:52,949-[13: DBG : LoRa PHY  ] log 4
main-DEBUG-  2021-08-06 11:54:52,950-[13: DBG : LoRa PHY  ] log 5
main-DEBUG-  2021-08-06 11:54:52,951-[13: DBG : LoRa PHY  ] log 6
main-DEBUG-  2021-08-06 11:54:52,951-[13: DBG : LoRa PHY  ] log 7
main-DEBUG-  2021-08-06 11:54:52,952-[13: DBG : LoRa PHY  ] log 8
main-DEBUG-  2021-08-06 11:54:52,952-[13: DBG : LoRa PHY  ] log 9
main-DEBUG-  2021-08-06 11:54:52,970-[13: DBG : LoRa PHY  ] log 10
main-DEBUG-  2021-08-06 11:54:52,973-[13: DBG : LoRa PHY  ] log 11
main-DEBUG-  2021-08-06 11:54:52,974-[13: DBG : LoRa PHY  ] log 11
main-DEBUG-  2021-08-06 11:54:52,975-[13: DBG : LoRa PHY  ] log 12
main-DEBUG-  2021-08-06 11:54:52,976-[13: DBG : LoRa PHY  ] log 13
main-DEBUG-  2021-08-06 11:54:52,977-[13: DBG : LoRa PHY  ] log 19
main-DEBUG-  2021-08-06 11:54:52,978-[13: DBG : LoRa PHY  ] log 20
main-DEBUG-  2021-08-06 11:54:52,979-[13: DBG : LoRa PHY  ] will call write UART
main-DEBUG-  2021-08-06 11:54:52,993-[13: INFO: LoRa PHY  ] PHY TX:radio set wdt 3000
main-DEBUG-  2021-08-06 11:54:52,993-[13: DBG : LoRa PHY  ] phy tx done
main-DEBUG-  2021-08-06 11:54:52,994-[13: DBG : LoRa PHY  ] write uart call ended
main-DEBUG-  2021-08-06 11:54:52,994-[13: DBG : LoRa PHY  ] UART response:ok
main-DEBUG-  2021-08-06 11:54:52,995-[13: DBG : LoRa PHY  ] compare response with:ok
main-DEBUG-  2021-08-06 11:54:53,014-[13: DBG : LoRa PHY  ]  expected !
main-DEBUG-  2021-08-06 11:54:53,015-[13: DBG : LoRa PHY  ] wait can send
main-DEBUG-  2021-08-06 11:54:53,015-[13: DBG : LoRa PHY  ] can send !
main-DEBUG-  2021-08-06 11:54:53,016-[13: DBG : LoRa PHY  ] log 1
main-DEBUG-  2021-08-06 11:54:53,017-[13: DBG : LoRa PHY  ] log 2
main-DEBUG-  2021-08-06 11:54:53,017-[13: DBG : LoRa PHY  ] log 4
main-DEBUG-  2021-08-06 11:54:53,017-[13: DBG : LoRa PHY  ] log 5
main-DEBUG-  2021-08-06 11:54:53,018-[13: DBG : LoRa PHY  ] log 6
main-DEBUG-  2021-08-06 11:54:53,037-[13: DBG : LoRa PHY  ] log 7
main-DEBUG-  2021-08-06 11:54:53,037-[13: DBG : LoRa PHY  ] log 8
main-DEBUG-  2021-08-06 11:54:53,038-[13: DBG : LoRa PHY  ] log 9
main-DEBUG-  2021-08-06 11:54:53,038-[13: DBG : LoRa PHY  ] log 10
main-DEBUG-  2021-08-06 11:54:53,039-[13: DBG : LoRa PHY  ] log 11
main-DEBUG-  2021-08-06 11:54:53,040-[13: DBG : LoRa PHY  ] log 11
main-DEBUG-  2021-08-06 11:54:53,041-[13: DBG : LoRa PHY  ] log 12
main-DEBUG-  2021-08-06 11:54:53,042-[13: DBG : LoRa PHY  ] log 13
main-DEBUG-  2021-08-06 11:54:53,060-[13: DBG : LoRa PHY  ] log 14
main-DEBUG-  2021-08-06 11:54:53,061-[13: DBG : LoRa PHY  ] log 15
main-DEBUG-  2021-08-06 11:54:53,062-[13: DBG : LoRa PHY  ] will call write UART
main-DEBUG-  2021-08-06 11:54:53,064-[13: INFO: LoRa PHY  ] PHY TX:radio rx 0
main-DEBUG-  2021-08-06 11:54:53,064-[13: DBG : LoRa PHY  ] phy tx done
main-DEBUG-  2021-08-06 11:54:53,071-[13: DBG : LoRa PHY  ] write u[13: DBG : LoRa PHY  ] UART response:ok
main-DEBUG-  2021-08-06 11:54:53,072-[13: DBG : LoRa PHY  ] compare response with:radio_err
main-DEBUG-  2021-08-06 11:54:53,074-[13: DBG : LoRa PHY  ] compare response with:radio_rx
main-DEBUG-  2021-08-06 11:54:53,075-
rt call ended
lora_phy-INFO-  2021-08-06 11:54:53,945-PHY TX:radio rx 0
main-DEBUG-  2021-08-06 11:54:54,000-[14: DBG : LoRa PHY  ] UART response:radio_rx  0100001B611B010002
main-DEBUG-  2021-08-06 11:54:54,002-[14: DBG : LoRa PHY  ] compare response with:radio_err
main-DEBUG-  2021-08-06 11:54:54,002-[14: DBG : LoRa PHY  ] compare response with:radio_rx
main-DEBUG-  2021-08-06 11:54:54,002-[14: DBG : LoRa PHY  ] created frame a LoRa frame
main-DEBUG-  2021-08-06 11:54:54,022-[14: INFO: LoRa PHY  ] PHY RX:0100001B611B010002
main-DEBUG-  2021-08-06 11:54:54,023-[14: INFO: LoRa MAC  ] RX LoRa frame: {src:1:0 dest:27:24859 k:0 seq:0 next:0 cmd:1 data:02
main-DEBUG-  2021-08-06 11:54:54,023-[14: DBG : LoRa MAC  ] JOIN RESPONSE
main-DEBUG-  2021-08-06 11:54:54,025-[14: DBG : LoRa MAC  ] state = READY
main-DEBUG-  2021-08-06 11:54:54,026-[14: DBG : LoRa MAC  ] STOP retransmit timer
main-DEBUG-  2021-08-06 11:54:54,044-[14: INFO: LoRa MAC  ] Lora Root joined
main-DEBUG-  2021-08-06 11:54:54,045-[14: INFO: LoRa MAC  ] Node addr: 2:24859
main-DEBUG-  2021-08-06 11:54:54,046-[14: DBG : LoRa MAC  ] START TX_PROCESS
main-DEBUG-  2021-08-06 11:54:54,047-[14: DBG : LoRa MAC  ] MAC_TX process started
main-DEBUG-  2021-08-06 11:54:54,048-[14: DBG : LoRa MAC  ] SET query timer
main-DEBUG-  2021-08-06 11:54:54,066-[14: DBG : LoRa PHY  ]  expected !
main-DEBUG-  2021-08-06 11:54:54,067-[14: DBG : LoRa PHY  ] wait can send
main-DEBUG-  2021-08-06 11:54:54,069-[14: INFO: Interface ] RECEIVE LORAMAC JOINED EVENT !
main-DEBUG-  2021-08-06 11:54:54,069-[14: INFO: Interface ] PREFIX: 2
main-DEBUG-  2021-08-06 11:54:54,071-[14: INFO: RPL       ] IPv6 addresses:
main-DEBUG-  2021-08-06 11:54:54,073-[14: INFO: RPL       ] -- fd00::200:212:4b00:60d:611b
main-DEBUG-  2021-08-06 11:54:54,089-[14: INFO: RPL       ] -- fe80::212:4b00:60d:611b
main-DEBUG-  2021-08-06 11:54:54,090-[14: INFO: RPL       ] reset DIO timer (Init root)
main-DEBUG-  2021-08-06 11:54:54,091-[14: INFO: RPL       ] created DAG with instance ID 0, DAG ID fd00::200:212:4b00:60d:611b, rank 128
main-DEBUG-  2021-08-06 11:54:54,092-[14: INFO: RPL       ] created a new RPL DAG
main-DEBUG-  2021-08-06 11:54:54,105-[14: DBG : LoRa PHY  ] wait can send
main-DEBUG-  2021-08-06 11:54:54,106-[14: DBG : LoRa PHY  ] wait can send
main-DEBUG-  2021-08-06 11:54:54,106-[14: DBG : LoRa PHY  ] can send !
main-DEBUG-  2021-08-06 11:54:54,106-[14: DBG : LoRa PHY  ] log 1
main-DEBUG-  2021-08-06 11:54:54,107-[14: DBG : LoRa PHY  ] log 2
main-DEBUG-  2021-08-06 11:54:54,107-[14: DBG : LoRa PHY  ] log 3
main-DEBUG-  2021-08-06 11:54:56,562-[16: INFO: RPL       ] sending a multicast-DIO with rank 128 to ff02::1a
main-DEBUG-  2021-08-06 11:54:59,850-[19: INFO: RPL       ] received a unicast-DIO from fe80::212:4b00:60d:b1f8, instance_id 0, DAG ID fd00::200:212:4b00:60d:611b, version 240, dtsn 240, rank 65535
main-DEBUG-  2021-08-06 11:55:03,091-[23: INFO: RPL       ] received a unicast-DIO from fe80::212:4b00:60d:b1f8, instance_id 0, DAG ID fd00::200:212:4b00:60d:611b, version 240, dtsn 240, rank 65535
main-DEBUG-  2021-08-06 11:55:03,999-[24: INFO: LoRa MAC  ] Query timeout !
main-DEBUG-  2021-08-06 11:55:04,000-[24: DBG : LoRa MAC  ] STOP query timer thanks to query_timeout
main-DEBUG-  2021-08-06 11:55:04,002-[24: DBG : LoRa MAC  ] query frame built
main-DEBUG-  2021-08-06 11:55:04,020-[24: DBG : LoRa MAC  ] Enter enqueue_packet with frame: {src:2:24859 dest:1:0 k:0 seq:1 next:0 cmd:6 data:
main-DEBUG-  2021-08-06 11:55:04,022-[24: INFO: LoRa MAC  ] YOOOOOO 1
main-DEBUG-  2021-08-06 11:55:04,023-[24: INFO: LoRa MAC  ] YOOOOOO 2
main-DEBUG-  2021-08-06 11:55:04,025-[24: DBG : LoRa MAC  ] append to buffer
main-DEBUG-  2021-08-06 11:55:04,027-[24: INFO: LoRa MAC  ] YOOOOOO 3
main-DEBUG-  2021-08-06 11:55:04,029-[24: DBG : LoRa MAC  ] post new_tx_frame_event to TX_PROCESS
main-DEBUG-  2021-08-06 11:55:04,042-[24: INFO: LoRa MAC  ] YOOOOOO 4
main-DEBUG-  2021-08-06 11:55:04,043-[24: DBG : LoRa MAC  ] frame from buffer: {src:2:24859 dest:1:0 k:0 seq:1 next:0 cmd:6 data:
main-DEBUG-  2021-08-06 11:55:04,044-[24: DBG : LoRa MAC  ] buffer size: 0
main-DEBUG-  2021-08-06 11:55:04,045-[24: DBG : LoRa PHY  ] enter UART_TX
main-DEBUG-  2021-08-06 11:55:04,066-[24: DBG : LoRa PHY  ] append { cmd:radio set wdt  resp: [ok, none] }[24: DBG : LoRa PHY  ]  to UART TX buffer
main-DEBUG-  2021-08-06 11:55:04,066-[24: DBG : LoRa PHY  ] enter UART_TX
main-DEBUG-  2021-08-06 11:55:04,067-[24: DBG : LoRa PHY  ] with lora frame: {src:2:24859 dest:1:0 k:0 seq:1 next:0 cmd:6 data:
main-DEBUG-  2021-08-06 11:55:04,088-[24: DBG : LoRa PHY  ] append { cmd:radio tx  resp: [radio_tx_ok, radio_err] }[24: DBG : LoRa PHY  ]  to UART TX buffer
main-DEBUG-  2021-08-06 11:55:04,088-[24: DBG : LoRa MAC  ] frame sended to PHY layer
main-DEBUG-  2021-08-06 11:55:04,089-[24: DBG : LoRa MAC  ] START retransmit timer in mac_tx process
main-DEBUG-  2021-08-06 11:55:04,090-[24: DBG : LoRa MAC  ] Listen during 3 s
main-DEBUG-  2021-08-06 11:55:04,090-[24: DBG : LoRa PHY  ] enter UART_TX
main-DEBUG-  2021-08-06 11:55:04,110-[24: DBG : LoRa PHY  ] append { cmd:radio set wdt  resp: [ok, none] }[24: DBG : LoRa PHY  ]  to UART TX buffer
main-DEBUG-  2021-08-06 11:55:04,111-[24: DBG : LoRa PHY  ] enter UART_TX
